Set,Plant,Strain,Leaf,Rep,PLACL,pycnidiaPerCm2Leaf,pycnidiaPerCm2Lesion
set8,PyrSep_049,mix1,3,R4,10.53854732,14.28159402,135.5176723
set7,PyrSep_050,mix3,3,R1,78.04974862999998,76.88797798,98.51149982
set7,PyrSep_050,mix2,1,R2,19.85841489,20.730389176,104.390956133
set7,PyrSep_050,mix2,2,R2,4.863206554,7.903161524,162.509271126
set7,PyrSep_050,mix2,3,R2,44.977467821,38.503792706,85.606848431
set7,PyrSep_050,mix1,1,R3,36.14842354,50.95238647,140.953274
set7,PyrSep_050,mix4,1,R4,58.50483642,45.79268151,78.27161703
set7,PyrSep_050,mix4,2,R4,5.107001426,5.566040723,108.988431
set7,PyrSep_050,mix4,3,R4,0,0,0
set1,PyrSep_051,mix1,1,R1,0,0,0
set1,PyrSep_051,mix1,2,R1,0,0,0
set1,PyrSep_051,mix1,3,R1,0,0,0
set1,PyrSep_051,mix4,1,R2,40.936234611,63.040622292,153.99711989
set1,PyrSep_051,mix4,2,R2,0,0,0
set1,PyrSep_051,mix4,3,R2,8.930373771999998,6.55601338,73.412530625
set1,PyrSep_051,mix2,1,R4,34.1436862,35.019084,102.5638644
set1,PyrSep_051,mix2,2,R4,72.98982087999998,58.87857361,80.66682847
set1,PyrSep_051,mix2,3,R4,16.56297342,5.118646198,30.9041503
set6,PyrSep_052,mix2,1,R1,49.50658774,33.12712336,66.91457616
set6,PyrSep_052,mix2,2,R1,86.33687109999998,63.46592033,73.50963676
set6,PyrSep_052,mix2,3,R1,50.61793575,28.76716444,56.8319589
set6,PyrSep_052,mix1,1,R2,25.318598032,11.208998308,44.271796937
set6,PyrSep_052,mix1,2,R2,0,0,0
set6,PyrSep_052,mix1,3,R2,25.47040032,17.29255596,67.892752932
set6,PyrSep_052,mix4,1,R3,15.38122261,8.335074761,54.18993647
set6,PyrSep_052,mix4,2,R3,11.33723402,4.629849209,40.83755525
set6,PyrSep_052,mix4,3,R3,55.37576052,60.45615638,109.1744038
set6,PyrSep_052,mix3,1,R4,29.96169924,17.62476889,58.82433018
set6,PyrSep_052,mix3,2,R4,31.11406595,9.395756231,30.19777694
set6,PyrSep_052,mix3,3,R4,26.03970112,8.65988089,33.25645271
set8,PyrSep_053,mix4,1,R1,31.24842945,11.53040525,36.89915126
set8,PyrSep_053,mix4,2,R1,46.01240648,17.81470208,38.71717096
set8,PyrSep_053,mix4,3,R1,59.04153678,35.14925569,59.53309755
set8,PyrSep_053,mix3,1,R2,91.65480204,21.21060839,23.141840818
set8,PyrSep_053,mix3,2,R2,96.199918012,25.828864832,26.849154724
set8,PyrSep_053,mix3,3,R2,15.716825219,6.025632528,38.338738542
set8,PyrSep_053,mix2,1,R3,43.7037602,25.50586226,58.36079582
set8,PyrSep_053,mix2,2,R3,24.83899148,11.51382325,46.35382746
set8,PyrSep_053,mix2,3,R3,8.024571767999998,1.941171774,24.19034723
set8,PyrSep_053,mix1,1,R4,7.172798864,1.875485938,26.14719824
set8,PyrSep_053,mix1,2,R4,34.62799654,12.71891884,36.73016087
set8,PyrSep_053,mix1,3,R4,53.39037271,14.35941671,26.89514229
set8,PyrSep_054,mix4,1,R1,96.63630099,45.46145256,47.04386663
set8,PyrSep_054,mix3,1,R2,23.359423781,31.966763137,136.847395883
set8,PyrSep_054,mix2,3,R3,4.284515344,5.025617813,117.2972299
set8,PyrSep_054,mix1,1,R4,19.78447007,34.97454774,176.7777839
set8,PyrSep_054,mix1,2,R4,49.70166928,36.65303214,73.7460787
set8,PyrSep_054,mix1,3,R4,0,0,0
set8,PyrSep_055,mix3,1,R2,3.123059037,0.254591096,8.151978341
set8,PyrSep_055,mix3,2,R2,28.564577453,17.745513551,62.124194137
set8,PyrSep_055,mix3,3,R2,2.455570027,0.229512386,9.34660319
set8,PyrSep_055,mix2,1,R3,21.13110211,21.87636022,103.5268303
set8,PyrSep_055,mix2,2,R3,35.67882009,19.23559944,53.91321627
set8,PyrSep_055,mix1,1,R4,92.14503549,45.79078015,49.69424549
set8,PyrSep_055,mix1,2,R4,77.74046839999998,61.55007395,79.1737884
set8,PyrSep_055,mix1,3,R4,95.48832392,44.39044195,46.48782189
set5,PyrSep_056,mix1,2,R1,63.74710782,63.5771132,99.73332967
set5,PyrSep_056,mix4,1,R2,40.336823906,53.954092954,133.758902487
set5,PyrSep_056,mix4,2,R2,17.15083952,20.631483629,120.294307487
set5,PyrSep_056,mix3,1,R3,0,0,0
set5,PyrSep_056,mix3,2,R3,0,0,0
set5,PyrSep_056,mix3,3,R3,53.10869503,59.32814133,111.7107873
set5,PyrSep_056,mix2,1,R4,23.68885459,7.088998097,29.92545744
set5,PyrSep_056,mix2,2,R4,63.89543737,41.93883071,65.63665957
set5,PyrSep_056,mix2,3,R4,95.10082355,52.69456304,55.409155320000004
set3,PyrSep_057,mix3,1,R1,0,0,0
set3,PyrSep_057,mix3,2,R1,17.93098045,9.259697652,51.64077714
set3,PyrSep_057,mix3,3,R1,29.85023711,11.37467815,38.10582177
set3,PyrSep_057,mix2,1,R2,10.814057043,4.280856454,39.586035447
set3,PyrSep_057,mix2,2,R2,22.093662977,9.480195749,42.90911724
set3,PyrSep_057,mix2,3,R2,0,0,0
set3,PyrSep_057,mix1,1,R3,55.66899876,24.18580775,43.44573872
set3,PyrSep_057,mix1,2,R3,44.07690084,17.7986023,40.38079348
set3,PyrSep_057,mix1,3,R3,5.172786372,1.007878734,19.48425203
set3,PyrSep_057,mix4,1,R4,2.599943115,0.915226504,35.20178955
set3,PyrSep_057,mix4,2,R4,4.903703939,1.772874458,36.15378252
set3,PyrSep_057,mix4,3,R4,6.880016876,3.32656302,48.35108808
set2,PyrSep_058,mix2,1,R1,9.813524712,2.411779278,24.57607586
set2,PyrSep_058,mix2,2,R1,28.70459452,16.34596692,56.94547229
set2,PyrSep_058,mix2,3,R1,7.137100836,2.167886368,30.37488775
set2,PyrSep_058,mix1,1,R2,6.645152917,2.110584619,31.761264868
set2,PyrSep_058,mix1,2,R2,6.8093862530000004,2.064510495,30.318598745
set2,PyrSep_058,mix1,3,R2,16.438452802,3.9433968680000002,23.988856591
set2,PyrSep_058,mix4,1,R3,0,0,0
set2,PyrSep_058,mix4,2,R3,2.731327721,0.647963354,23.72338365
set2,PyrSep_058,mix4,3,R3,0,0,0
set2,PyrSep_058,mix3,1,R4,5.106056137,1.13000712,22.13072261
set2,PyrSep_058,mix3,2,R4,12.87858447,10.88785617,84.54233614
set2,PyrSep_058,mix3,3,R4,0,0,0
set8,PyrSep_059,mix4,1,R1,97.51763199,41.7456507,42.8083105
set8,PyrSep_059,mix4,2,R1,97.16391366,56.3484945,57.99323265
set8,PyrSep_059,mix4,3,R1,97.7279375,52.80598863,54.03366732
set8,PyrSep_059,mix3,1,R2,67.117535477,18.334059832,27.316348405
set8,PyrSep_059,mix3,2,R2,96.829428799,44.075305729,45.518502252
set8,PyrSep_059,mix3,3,R2,96.636109222,39.152897019,40.515804427
set8,PyrSep_059,mix2,1,R3,23.22421316,4.145563553,17.85017871
set8,PyrSep_059,mix2,2,R3,52.08760996,28.10250149,53.95237277
set8,PyrSep_059,mix2,3,R3,0,0,0
set8,PyrSep_059,mix1,1,R4,95.73498769,28.12915736,29.38231679
set8,PyrSep_059,mix1,2,R4,87.85112958,28.28551659,32.19710063
set8,PyrSep_059,mix1,3,R4,94.51957822,22.74335549,24.06205774
set2,PyrSep_060,mix2,1,R1,92.83546962,81.54968378,87.84323935
set2,PyrSep_060,mix2,2,R1,95.98910935,66.02175136,68.78046041
set2,PyrSep_060,mix1,1,R2,95.975161926,46.784939527,48.746924296
set2,PyrSep_060,mix1,2,R2,95.439980925,59.547693954,62.392818373
set2,PyrSep_060,mix4,1,R3,21.5496841,8.635179626,40.0710265
set2,PyrSep_060,mix4,2,R3,62.36509885,38.41364327,61.59477653
set2,PyrSep_060,mix4,3,R3,79.35789624999998,56.76153242,71.52600447
set2,PyrSep_060,mix3,1,R4,57.4025712,11.27961723,19.65002088
set2,PyrSep_060,mix3,2,R4,49.23143417,27.4271626,55.71067158
set2,PyrSep_060,mix3,3,R4,55.37867887,16.70264221,30.16078128
set6,PyrSep_061,mix2,1,R1,90.88620441,53.95861354,59.36942124
set6,PyrSep_061,mix1,1,R2,37.875703762,10.947394113,28.9034738
set6,PyrSep_061,mix1,2,R2,23.672510341,20.838466549,88.028123121
set6,PyrSep_061,mix1,3,R2,56.265329441,29.036321584,51.606063401
set6,PyrSep_061,mix4,2,R3,28.32650468,32.2624645,113.8949717
set6,PyrSep_061,mix4,3,R3,70.25649793,73.2706741,104.2902454
set6,PyrSep_061,mix3,1,R4,35.81862388,29.14407114,81.36569189
set6,PyrSep_061,mix3,2,R4,47.72965632,34.74511087,72.79564437
set5,PyrSep_062,mix4,1,R2,30.88377591,49.97990513,161.832236045
set5,PyrSep_062,mix4,2,R2,52.789286216,51.813431852,98.151415877
set5,PyrSep_062,mix4,3,R2,16.527728788,23.042246158,139.415684114
set5,PyrSep_062,mix3,1,R3,0,0,0
set5,PyrSep_062,mix3,2,R3,10.07477595,12.12640915,120.3640578
set5,PyrSep_062,mix3,3,R3,23.95318325,41.53280612,173.3915934
set5,PyrSep_062,mix2,1,R4,17.39325206,13.35739992,76.79644886
set5,PyrSep_062,mix2,2,R4,0,0,0
set5,PyrSep_062,mix2,3,R4,3.678722012,0.617286002,16.77990346
set8,PyrSep_063,mix3,2,R2,17.70302465,13.832052824,78.13383926
set8,PyrSep_063,mix3,3,R2,38.509813972,37.988930118,98.647399713
set8,PyrSep_063,mix2,1,R3,10.3911066,12.84205895,123.5870196
set8,PyrSep_063,mix2,2,R3,0,0,0
set6,PyrSep_064,mix1,1,R2,8.311184869,13.060847253,157.147837024
set6,PyrSep_064,mix1,2,R2,7.733436225,2.337250649,30.222666625
set6,PyrSep_064,mix1,3,R2,16.75627761,5.625558254,33.572839896
set6,PyrSep_064,mix4,1,R3,8.565657920999998,15.03405083,175.5154242
set6,PyrSep_064,mix4,2,R3,7.934011220999999,8.946083483,112.7561234
set6,PyrSep_064,mix4,3,R3,7.396472247,7.554631885,102.1383118
set6,PyrSep_064,mix3,2,R4,22.17481748,31.88800852,143.8028004
set6,PyrSep_064,mix3,3,R4,17.77368501,25.5908863,143.9818827
set2,PyrSep_065,mix2,2,R1,0,0,0
set2,PyrSep_065,mix2,3,R1,0,0,0
set2,PyrSep_065,mix1,1,R2,2.758684658,1.911305481,69.283217105
set2,PyrSep_065,mix1,2,R2,38.809770765,29.984059165,77.259047334
set2,PyrSep_065,mix4,1,R3,0,0,0
set2,PyrSep_065,mix4,2,R3,4.406707361,5.546055992,125.8548739
set2,PyrSep_065,mix4,3,R3,0,0,0
set2,PyrSep_065,mix3,1,R4,18.83745291,9.22036997,48.94701006
set2,PyrSep_065,mix3,2,R4,5.48739804,2.344816061,42.73092719
set2,PyrSep_065,mix3,3,R4,0,0,0
set1,PyrSep_066,mix1,1,R1,0,0,0
set1,PyrSep_066,mix1,2,R1,0,0,0
set1,PyrSep_066,mix1,3,R1,6.320172736,2.346605215,37.12881456
set1,PyrSep_066,mix4,1,R2,6.022985444,7.266592941,120.647692225
set1,PyrSep_066,mix4,2,R2,0,0,0
set1,PyrSep_066,mix4,3,R2,38.796504575,74.904450671,193.070101266
set1,PyrSep_066,mix3,1,R3,42.65992115,72.89609078,170.8772281
set1,PyrSep_066,mix2,1,R4,66.5079209,58.83971715,88.47023987
set1,PyrSep_066,mix2,2,R4,47.65887496,49.21203281,103.2589058
set1,PyrSep_066,mix2,3,R4,26.16123195,26.03658224,99.5235327
set1,PyrSep_067,mix1,1,R1,25.91959948,5.868671078,22.64182779
set1,PyrSep_067,mix1,2,R1,0,0,0
set1,PyrSep_067,mix1,3,R1,0,0,0
set1,PyrSep_067,mix4,2,R2,21.789235075,47.943160632,220.031407562
set1,PyrSep_067,mix3,1,R3,13.93184132,23.386921,167.8666909
set1,PyrSep_067,mix3,2,R3,4.675909909,1.642411755,35.12496578
set1,PyrSep_067,mix3,3,R3,0,0,0
set1,PyrSep_067,mix2,1,R4,2.931223021,0.502702542,17.14992473
set1,PyrSep_067,mix2,2,R4,0,0,0
set1,PyrSep_067,mix2,3,R4,4.724769113,1.860343417,39.37427149
set2,PyrSep_069,mix2,1,R1,0,0,0
set2,PyrSep_069,mix2,2,R1,0,0,0
set2,PyrSep_069,mix2,3,R1,37.69281171,49.24284241,130.6425289
set2,PyrSep_069,mix1,1,R2,29.888123964,36.76220335,122.999367221
set2,PyrSep_069,mix1,2,R2,24.123141985,39.837311132,165.141469373
set2,PyrSep_069,mix1,3,R2,21.056032746,21.251736842,100.929444301
set2,PyrSep_069,mix4,2,R3,31.444326,31.47862928,100.1090921
set2,PyrSep_069,mix3,1,R4,4.405083684,0.400512408,9.092049924
set2,PyrSep_069,mix3,2,R4,6.161029049,2.436773588,39.55140559
set2,PyrSep_069,mix3,3,R4,0,0,0
set6,PyrSep_070,mix2,3,R1,94.33017759,62.03155498,65.76003202
set6,PyrSep_070,mix1,1,R2,21.856576478,24.035271353,109.968143349
set6,PyrSep_070,mix4,1,R3,0,0,0
set6,PyrSep_070,mix4,2,R3,0,0,0
set6,PyrSep_070,mix4,3,R3,12.98978367,14.23391375,109.5777583
set6,PyrSep_070,mix3,1,R4,85.85084419,40.26218124,46.897828
set6,PyrSep_070,mix3,2,R4,81.02545761,52.55026083,64.85648138
set6,PyrSep_070,mix3,3,R4,89.12420758,56.35323889,63.23000273
set8,PyrSep_071,mix3,1,R2,34.019656875,22.494454986,66.121933766
set8,PyrSep_071,mix3,2,R2,20.15214134,15.476321765,76.797405814
set8,PyrSep_071,mix3,3,R2,21.994383972,16.663431527,75.762210699
set8,PyrSep_071,mix2,1,R3,0,0,0
set8,PyrSep_071,mix2,2,R3,0,0,0
set8,PyrSep_071,mix2,3,R3,28.376094,13.91199006,49.02714961
set8,PyrSep_071,mix1,1,R4,96.91847138,74.92675704,77.30905779
set3,PyrSep_072,mix3,2,R1,78.65093109999998,74.08296218,94.1920981
set3,PyrSep_072,mix2,1,R2,16.569455917,4.981834711,30.066374754
set3,PyrSep_072,mix2,2,R2,7.805742247999999,4.643983148,59.494446535
set3,PyrSep_072,mix2,3,R2,24.194906857,17.504317827,72.347118053
set3,PyrSep_072,mix1,1,R3,12.21638504,12.20735789,99.92610618
set3,PyrSep_072,mix1,2,R3,10.800446,12.55361559,116.2323814
set3,PyrSep_072,mix1,3,R3,22.24049864,14.05800704,63.20904611
set2,PyrSep_073,mix1,1,R2,0,0,0
set2,PyrSep_073,mix1,2,R2,0,0,0
set2,PyrSep_073,mix1,3,R2,5.511455477,1.463234067,26.548959216
set2,PyrSep_073,mix4,1,R3,12.13854353,25.69159236,211.65300680000001
set2,PyrSep_073,mix4,2,R3,0,0,0
set2,PyrSep_073,mix4,3,R3,2.799017429,5.524132338,197.3596978
set2,PyrSep_073,mix3,1,R4,0,0,0
set2,PyrSep_073,mix3,2,R4,0,0,0
set2,PyrSep_073,mix3,3,R4,0,0,0
set1,PyrSep_074,mix4,1,R2,57.919108884,28.95041287,49.984216656
set1,PyrSep_074,mix4,2,R2,7.593045054,2.385512169,31.417068534
set1,PyrSep_074,mix4,3,R2,14.029124251,14.702199922,104.797702687
set1,PyrSep_074,mix3,1,R3,36.69793913,18.23540064,49.69053052
set1,PyrSep_074,mix3,2,R3,4.13699146,4.467476402,107.9885333
set1,PyrSep_074,mix3,3,R3,20.69015346,26.3083716,127.154067
set1,PyrSep_074,mix2,1,R4,15.64000204,3.985215018,25.48091111
set1,PyrSep_074,mix2,2,R4,13.43690192,6.721956464,50.02608862
set1,PyrSep_074,mix2,3,R4,10.75720546,0.309042738,2.872890543
set5,PyrSep_076,mix1,2,R1,14.22142632,14.47090499,101.7542451
set5,PyrSep_076,mix1,3,R1,20.43299317,36.30313486,177.6691969
set5,PyrSep_076,mix4,1,R2,7.770858305,15.789878491,203.193493842
set5,PyrSep_076,mix3,1,R3,13.86117024,14.59649183,105.3049027
set5,PyrSep_076,mix3,2,R3,35.67571972,58.36612547,163.6018164
set5,PyrSep_076,mix3,3,R3,39.01647367,68.85516441,176.4771594
set5,PyrSep_076,mix2,1,R4,0,0,0
set5,PyrSep_076,mix2,2,R4,20.61650566,9.155252366,44.40739142
set5,PyrSep_076,mix2,3,R4,23.7586323,12.72056842,53.54082785
set7,PyrSep_077,mix3,1,R1,41.85978642,23.58398577,56.34043503
set7,PyrSep_077,mix3,3,R1,8.773204795,18.32886922,208.9187434
set7,PyrSep_077,mix2,1,R2,21.271104277,13.987869793,65.759960604
set7,PyrSep_077,mix2,2,R2,3.374927424,0.826061018,24.476408351
set7,PyrSep_077,mix2,3,R2,18.317956979,9.774578766,53.360638296
set7,PyrSep_077,mix1,1,R3,6.058609005,11.96494282,197.4866312
set7,PyrSep_077,mix1,2,R3,3.75120049,2.822152606,75.23331833
set7,PyrSep_077,mix1,3,R3,0,0,0
set7,PyrSep_077,mix4,2,R4,14.39738219,24.09982329,167.3903142
set7,PyrSep_077,mix4,3,R4,29.00323113,34.5502124,119.1253907
set3,PyrSep_078,mix2,1,R2,5.384650716,3.885758758,72.163617711
set3,PyrSep_078,mix2,2,R2,16.456915096,16.491908768,100.212638102
set3,PyrSep_078,mix2,3,R2,40.397848132,63.429203767,157.011342684
set3,PyrSep_078,mix1,1,R3,0,0,0
set3,PyrSep_078,mix1,2,R3,20.04031305,20.45907107,102.0895782
set3,PyrSep_078,mix1,3,R3,63.59337872,63.0354906,99.12272609
set3,PyrSep_078,mix4,1,R4,61.30885348,69.78832227,113.8307411
set1,PyrSep_079,mix4,2,R2,35.096620422,50.057836485,142.628651659
set1,PyrSep_079,mix4,3,R2,71.122317958,80.89661974,113.742946043
set1,PyrSep_079,mix3,1,R3,4.35680726,1.386795496,31.83054502
set1,PyrSep_079,mix3,2,R3,4.656777525,5.83572904,125.3168958
set1,PyrSep_079,mix3,3,R3,0,0,0
set1,PyrSep_079,mix2,1,R4,13.78007163,5.875065118,42.63450347
set1,PyrSep_079,mix2,2,R4,31.115159770000002,17.96688131,57.74317549
set4,PyrSep_080,mix3,1,R2,0,0,0
set4,PyrSep_080,mix3,2,R2,0,0,0
set4,PyrSep_080,mix3,3,R2,0,0,0
set4,PyrSep_080,mix2,1,R3,18.51582938,15.48725256,83.64330995
set4,PyrSep_080,mix2,2,R3,0,0,0
set4,PyrSep_080,mix1,1,R4,47.54925235,19.15644605,40.28758624
set4,PyrSep_080,mix1,2,R4,27.06621904,19.3874632,71.62974323
set4,PyrSep_080,mix1,3,R4,44.97299096,47.88339103,106.4714399
set2,PyrSep_081,mix1,1,R2,0,0,0
set2,PyrSep_081,mix1,2,R2,14.628683685,6.251159732,42.732209316
set2,PyrSep_081,mix1,3,R2,15.770429241,9.591869034,60.821864055
set2,PyrSep_081,mix4,1,R3,7.464560274,5.093215096,68.23195084
set2,PyrSep_081,mix4,2,R3,32.27245831,49.30996879,152.792726
set2,PyrSep_081,mix4,3,R3,0,0,0
set2,PyrSep_081,mix3,1,R4,49.08513857,48.04826305,97.88759785
set2,PyrSep_081,mix3,2,R4,59.35663909,48.28745994,81.35140514
set2,PyrSep_081,mix3,3,R4,17.60415279,16.086104250000002,91.37675886
set5,PyrSep_082,mix1,1,R1,43.70441482,28.22944135,64.59173854
set5,PyrSep_082,mix1,3,R1,56.83312077,70.75108924,124.4891857
set5,PyrSep_082,mix4,1,R2,11.282801844,10.316783617,91.438135315
set5,PyrSep_082,mix4,2,R2,0,0,0
set5,PyrSep_082,mix3,1,R3,29.03844932,25.10098334,86.44050878
set5,PyrSep_082,mix3,2,R3,62.74600246,34.67373773,55.26047297
set5,PyrSep_082,mix3,3,R3,38.24375783,41.09663606,107.4597226
set5,PyrSep_082,mix2,1,R4,51.36422388,17.71290824,34.48491362
set5,PyrSep_082,mix2,2,R4,37.59964746,10.2075972,27.14811944
set5,PyrSep_082,mix2,3,R4,47.47338623,14.64453216,30.84787776
set8,PyrSep_083,mix3,1,R2,35.980752838,58.900608158,163.700321735
set8,PyrSep_083,mix3,2,R2,28.897685527,30.736868776,106.364465582
set8,PyrSep_083,mix3,3,R2,26.718331949,44.612583329,166.973684633
set8,PyrSep_083,mix2,1,R3,4.790949766,7.111340438,148.4327907
set8,PyrSep_083,mix2,2,R3,13.37610108,12.87221485,96.23293648
set8,PyrSep_083,mix2,3,R3,14.8577713,14.65682491,98.64753347
set8,PyrSep_083,mix1,1,R4,94.64931321,67.27589014,71.07911073
set8,PyrSep_083,mix1,2,R4,46.6336241,58.90051499,126.30482
set7,PyrSep_084,mix4,1,R4,24.81192607,28.03344752,112.9837621
set7,PyrSep_084,mix4,3,R4,9.773194029,15.17008738,155.2213876
set2,PyrSep_085,mix2,1,R1,26.74857849,31.66633131,118.3850997
set2,PyrSep_085,mix2,2,R1,27.44738648,37.05095227,134.988999
set2,PyrSep_085,mix2,3,R1,38.0943403,52.54241178,137.9270815
set2,PyrSep_085,mix1,1,R2,10.003033222,8.272819846,82.703112766
set2,PyrSep_085,mix1,2,R2,2.583255388,1.9566076,75.741934329
set2,PyrSep_085,mix4,1,R3,2.795718505,1.323935702,47.35582997
set2,PyrSep_085,mix4,2,R3,2.266995289,0.829309291,36.58187096
set2,PyrSep_085,mix3,1,R4,5.342187668,2.710877436,50.74470619
set2,PyrSep_085,mix3,2,R4,3.091891416,1.040149558,33.64120591
set2,PyrSep_085,mix3,3,R4,0,0,0
set4,PyrSep_087,mix4,1,R1,22.10200829,18.16060369,82.16721054
set4,PyrSep_087,mix4,2,R1,0,0,0
set4,PyrSep_087,mix4,3,R1,4.111211825,0.286957228,6.979869695
set4,PyrSep_087,mix3,1,R2,4.923775771,0.506708111,10.291047656
set4,PyrSep_087,mix3,2,R2,0,0,0
set4,PyrSep_087,mix3,3,R2,3.58661745,1.413889412,39.42124946
set4,PyrSep_087,mix2,2,R3,95.25128042,80.77242447,84.7993057
set4,PyrSep_087,mix1,1,R4,0,0,0
set4,PyrSep_087,mix1,2,R4,23.36409811,30.42098382,130.2039722
set4,PyrSep_087,mix1,3,R4,0,0,0
set1,PyrSep_088,mix1,1,R1,33.45944171,52.56506227,157.1008349
set1,PyrSep_088,mix1,3,R1,41.45471924,48.19278274,116.2540324
set1,PyrSep_088,mix4,2,R2,28.395104202,33.201843288,116.928055808
set1,PyrSep_088,mix3,1,R3,2.776807045,1.387833789,49.97948244
set1,PyrSep_088,mix3,2,R3,15.98968293,21.0261821,131.4984306
set1,PyrSep_088,mix3,3,R3,0,0,0
set1,PyrSep_088,mix2,1,R4,9.559885528,3.47926899,36.39446288
set1,PyrSep_088,mix2,2,R4,0,0,0
set1,PyrSep_088,mix2,3,R4,3.4374836,4.245511678,123.5063835
set8,PyrSep_089,mix3,1,R2,0,0,0
set8,PyrSep_089,mix3,2,R2,0,0,0
set8,PyrSep_089,mix3,3,R2,0,0,0
set8,PyrSep_089,mix2,1,R3,27.20610252,17.63331394,64.81381861
set8,PyrSep_089,mix2,2,R3,47.0468482,42.25982626,89.82498909
set8,PyrSep_089,mix2,3,R3,25.64229066,48.61534298,189.590484
set8,PyrSep_089,mix1,1,R4,0,0,0
set8,PyrSep_089,mix1,2,R4,4.209496849,4.123041085,97.94617345
set8,PyrSep_089,mix1,3,R4,2.688747372,4.526469859,168.3486484
set3,PyrSep_090,mix3,1,R1,39.61733625,72.14926695,182.1153914
set3,PyrSep_090,mix3,2,R1,29.66794823,25.90063761,87.30174871
set3,PyrSep_090,mix2,1,R2,8.471259453,5.786623632,68.308893903
set3,PyrSep_090,mix2,2,R2,6.490395878,13.253918671,204.208170362
set3,PyrSep_090,mix2,3,R2,0,0,0
set3,PyrSep_090,mix1,1,R3,16.11463276,23.92642716,148.4764035
set3,PyrSep_090,mix1,3,R3,9.506066113,12.84287684,135.1019096
set3,PyrSep_090,mix4,2,R4,72.89525716999998,75.82408903,104.0178634
set3,PyrSep_090,mix4,3,R4,90.51722178,73.02816001,80.67874663
set2,PyrSep_091,mix2,1,R1,93.72542414,46.99973752,50.14619881
set2,PyrSep_091,mix2,3,R1,96.54149837,65.96863797,68.33189777
set2,PyrSep_091,mix1,1,R2,49.037320567,38.887180089,79.301192724
set2,PyrSep_091,mix1,2,R2,42.918241815,31.327484528,72.993401414
set2,PyrSep_091,mix1,3,R2,39.527542849,45.16704653,114.26727612
set2,PyrSep_091,mix3,1,R4,93.89129648,83.93027739,89.39090261
set2,PyrSep_091,mix3,2,R4,54.95279947,38.87968578,70.75105573
set2,PyrSep_091,mix3,3,R4,77.37653804,56.85863732,73.48304636
set5,PyrSep_092,mix1,2,R1,35.37031596,43.2262676,122.2105781
set5,PyrSep_092,mix1,3,R1,23.79494237,51.64138272,217.02671900000001
set5,PyrSep_092,mix4,1,R2,7.61464257,9.249395494,121.468544446
set5,PyrSep_092,mix4,2,R2,0,0,0
set5,PyrSep_092,mix3,1,R3,11.53539897,16.20146168,140.4499465
set5,PyrSep_092,mix3,2,R3,8.534375325,8.507249522,99.68215831
set5,PyrSep_092,mix3,3,R3,2.878965985,1.912044563,66.41428111
set5,PyrSep_092,mix2,1,R4,42.85766482,67.08562129,156.5312099
set5,PyrSep_092,mix2,2,R4,59.14340546,58.59026809,99.06475225
set5,PyrSep_092,mix2,3,R4,47.80493761,53.03405566,110.9384476
set3,PyrSep_093,mix3,1,R1,27.15813294,35.4011101,130.3517814
set3,PyrSep_093,mix2,1,R2,27.150664209,15.61732381,57.520964091
set3,PyrSep_093,mix2,2,R2,36.317834017,13.716864689,37.768950324
set3,PyrSep_093,mix2,3,R2,46.065694557,14.616859106,31.730465039
set3,PyrSep_093,mix1,1,R3,16.92354033,13.81753657,81.64684401
set3,PyrSep_093,mix1,2,R3,38.27863997,30.45318466,79.55660046
set3,PyrSep_093,mix1,3,R3,13.23224718,3.971812816,30.01616249
set7,PyrSep_094,mix3,1,R1,34.16210027,34.75442368,101.7338612
set7,PyrSep_094,mix3,2,R1,38.333137549999996,49.87095545,130.0988091
set7,PyrSep_094,mix2,1,R2,7.839429177,6.336254456,80.825456965
set7,PyrSep_094,mix1,1,R3,11.17476098,10.21476884,91.40928263
set7,PyrSep_094,mix1,2,R3,17.11324669,15.25407304,89.13605534
set7,PyrSep_094,mix1,3,R3,36.15227165,33.55911662,92.82713114
set7,PyrSep_094,mix4,1,R4,0,0,0
set7,PyrSep_094,mix4,2,R4,0,0,0
set7,PyrSep_094,mix4,3,R4,0,0,0
set6,PyrSep_095,mix1,1,R2,66.436349194,54.88004054,82.605442962
set6,PyrSep_095,mix1,3,R2,79.47094203999998,80.745512422,101.603819395
set6,PyrSep_095,mix3,1,R4,16.19318402,3.129871185,19.32832469
set6,PyrSep_095,mix3,2,R4,12.44221617,9.847120536,79.14281833
set6,PyrSep_095,mix3,3,R4,10.00391192,12.7483857,127.4340058
set4,PyrSep_096,mix3,1,R2,14.939689774,9.237905243,61.834652411
set4,PyrSep_096,mix3,2,R2,24.848024316,8.154713179,32.818356402
set4,PyrSep_096,mix3,3,R2,3.572021527,4.22608697,118.31079230900001
set4,PyrSep_096,mix2,1,R3,0,0,0
set4,PyrSep_096,mix2,2,R3,0,0,0
set4,PyrSep_096,mix2,3,R3,7.847656936,2.877456017,36.66643485
set4,PyrSep_096,mix1,1,R4,69.30641706,74.02421438,106.807158
set4,PyrSep_096,mix1,2,R4,55.58225894,20.93377284,37.66268814
set4,PyrSep_096,mix1,3,R4,13.2239378,6.269717992,47.41188357
set3,PyrSep_097,mix3,1,R1,87.37421611,69.60504318,79.66313894
set3,PyrSep_097,mix2,1,R2,18.257821346,11.891762471,65.132428706
set3,PyrSep_097,mix2,2,R2,25.531102488,13.719140759,53.735011112
