Set,Plant,Strain,Leaf,Rep,PLACL,pycnidiaPerCm2Leaf,pycnidiaPerCm2Lesion
set3,PyrSep_001,mix3,2,R1,95.53216499,78.82802542,82.51464355
set3,PyrSep_001,mix2,1,R2,25.159991955,11.794792204,46.879157293
set3,PyrSep_001,mix2,2,R2,43.032767621,26.970901789,62.675266499
set3,PyrSep_001,mix2,3,R2,29.230009264,13.205687842,45.178527734
set3,PyrSep_001,mix1,1,R3,5.787568474,4.4748215,77.31781525
set3,PyrSep_001,mix1,2,R3,5.936942154,0.969553556,16.33085737
set3,PyrSep_001,mix1,3,R3,6.072625034,5.318197079,87.57657602
set7,PyrSep_002,mix3,1,R1,23.50749683,13.86908305,58.99855332
set7,PyrSep_002,mix3,2,R1,31.97170934,42.74908087,133.7090877
set7,PyrSep_002,mix3,3,R1,20.85461373,9.532856792,45.71102068
set7,PyrSep_002,mix2,1,R2,92.74819524,65.564027175,70.690353602
set7,PyrSep_002,mix1,1,R3,0,0,0
set7,PyrSep_002,mix1,2,R3,21.69100724,23.99512224,110.6224436
set7,PyrSep_002,mix1,3,R3,41.56038701,49.94271594,120.1690348
set7,PyrSep_002,mix4,1,R4,26.11025597,30.2058405,115.6857311
set7,PyrSep_002,mix4,2,R4,9.048015543,16.28481947,179.9822225
set7,PyrSep_002,mix4,3,R4,44.06421928,36.49597008,82.82450178
set8,PyrSep_003,mix3,1,R2,21.369470703,38.517627425,180.246052701
set8,PyrSep_003,mix3,2,R2,9.5114832,17.844485128,187.609910601
set8,PyrSep_003,mix2,1,R3,2.503827965,4.890614955,195.3255185
set8,PyrSep_003,mix2,2,R3,0,0,0
set8,PyrSep_003,mix2,3,R3,7.584385747,10.73213787,141.5030594
set8,PyrSep_003,mix1,3,R4,24.27014379,29.65722194,122.1963174
set3,PyrSep_004,mix2,1,R2,25.785764251,12.937730013,50.173924988
set3,PyrSep_004,mix2,2,R2,52.862611625,44.296714403,83.795925025
set3,PyrSep_004,mix2,3,R2,44.160881217,67.683965329,153.266790573
set3,PyrSep_004,mix1,2,R3,29.25986923,27.98901315,95.65665836
set4,PyrSep_005,mix4,2,R1,24.60318946,37.42753788,152.1247396
set4,PyrSep_005,mix3,1,R2,30.332199304,24.410964466,80.478715774
set4,PyrSep_005,mix3,2,R2,27.119756804,35.597245836,131.259458162
set4,PyrSep_005,mix3,3,R2,3.969315851,1.029120912,25.926909086
set4,PyrSep_005,mix2,1,R3,0,0,0
set4,PyrSep_005,mix2,2,R3,0,0,0
set4,PyrSep_005,mix2,3,R3,0,0,0
set4,PyrSep_005,mix1,1,R4,95.72990909,55.43632334,57.90909431
set4,PyrSep_005,mix1,3,R4,90.24278687,80.34941295,89.03693662
set6,PyrSep_006,mix2,1,R1,95.81011909,74.91287299,78.18889456
set6,PyrSep_006,mix2,2,R1,96.77472494,73.60329929,76.05632497
set6,PyrSep_006,mix2,3,R1,94.56900189,62.7676355,66.37231465
set6,PyrSep_006,mix1,2,R2,25.56639613,15.721438384,61.492587003
set6,PyrSep_006,mix3,1,R4,15.30951204,16.1910782,105.7582904
set6,PyrSep_006,mix3,2,R4,34.28414556,24.01973114,70.06075474
set6,PyrSep_007,mix2,1,R1,51.50830033,35.60987145,69.13423898
set6,PyrSep_007,mix2,2,R1,15.70428162,5.990430088,38.1452029
set6,PyrSep_007,mix1,1,R2,7.249421673999999,1.438967645,19.849412959
set6,PyrSep_007,mix1,2,R2,97.224744398,22.644575533,23.290959182
set6,PyrSep_007,mix1,3,R2,28.130227707,12.469738405,44.328608128
set6,PyrSep_007,mix3,2,R4,29.89398977,17.39967193,58.20458248
set4,PyrSep_008,mix3,1,R2,44.568908733,15.877306901,35.624176927
set4,PyrSep_008,mix3,2,R2,38.26913444,6.270873609,16.386243643
set4,PyrSep_008,mix3,3,R2,36.770588503,13.22528279,35.967014204
set4,PyrSep_008,mix2,1,R3,15.17128009,14.95842406,98.59698042
set4,PyrSep_008,mix2,2,R3,28.21727242,17.40989153,61.69941328
set4,PyrSep_008,mix2,3,R3,8.121301655,7.50621989,92.4263155
set4,PyrSep_008,mix1,1,R4,28.69008931,18.36964519,64.02784248
set4,PyrSep_008,mix1,2,R4,40.16107374,34.30930877,85.42926167
set4,PyrSep_008,mix1,3,R4,41.86082659,17.23896579,41.18161822
set8,PyrSep_009,mix3,1,R2,47.8942244,48.019013694,100.26055186400001
set8,PyrSep_009,mix3,2,R2,45.955836186,34.013861224,74.014236377
set8,PyrSep_009,mix2,2,R3,91.22406719,36.34227033,39.83846747
set8,PyrSep_009,mix2,3,R3,93.89501718,32.47719092,34.58883325
set8,PyrSep_009,mix1,1,R4,87.22301433,66.69543879,76.46541375
set8,PyrSep_009,mix1,2,R4,75.94567035,51.21162046,67.43191577
set1,PyrSep_010,mix1,1,R1,34.44649212,48.99397907,142.2321289
set1,PyrSep_010,mix1,2,R1,52.21558221,65.1876168,124.843225
set1,PyrSep_010,mix3,1,R3,0,0,0
set1,PyrSep_010,mix3,2,R3,0,0,0
set1,PyrSep_010,mix3,3,R3,0,0,0
set1,PyrSep_010,mix2,2,R4,0,0,0
set7,PyrSep_011,mix3,1,R1,5.08502808,6.313098747,124.1507156
set7,PyrSep_011,mix3,2,R1,19.44610309,23.37371203,120.1974088
set7,PyrSep_011,mix3,3,R1,0,0,0
set7,PyrSep_011,mix2,1,R2,0,0,0
set7,PyrSep_011,mix2,2,R2,0,0,0
set7,PyrSep_011,mix2,3,R2,3.127557397,2.924153977,93.496412878
set7,PyrSep_011,mix1,1,R3,0,0,0
set7,PyrSep_011,mix1,2,R3,0,0,0
set7,PyrSep_011,mix1,3,R3,0,0,0
set7,PyrSep_011,mix4,1,R4,48.96161087,35.60888664,72.72817623
set7,PyrSep_011,mix4,2,R4,95.08737604,77.7416074,81.75807414
set7,PyrSep_011,mix4,3,R4,43.94108123,57.46370689,130.7744491
set6,PyrSep_012,mix2,2,R1,96.69045691,80.87196614,83.64007031
set6,PyrSep_012,mix2,3,R1,96.13905056,44.86863977,46.67056676
set6,PyrSep_012,mix1,1,R2,0,0,0
set6,PyrSep_012,mix1,2,R2,8.880852558,6.018745681,67.772160854
set6,PyrSep_012,mix1,3,R2,8.202157789999998,2.808092739,34.236024361
set6,PyrSep_012,mix4,1,R3,64.62288731,83.09580448,128.5857193
set6,PyrSep_012,mix4,2,R3,52.17801182,31.27130978,59.93196883
set6,PyrSep_012,mix3,1,R4,8.987716934,6.846691098,76.17831256
set6,PyrSep_012,mix3,2,R4,12.07405677,14.17338061,117.3870629
set6,PyrSep_012,mix3,3,R4,0,0,0
set1,PyrSep_013,mix1,1,R1,13.77383305,20.31761573,147.5087992
set1,PyrSep_013,mix1,2,R1,12.351418,13.559561,109.7814113
set1,PyrSep_013,mix1,3,R1,13.76329447,13.5417421,98.39026647
set1,PyrSep_013,mix4,1,R2,15.089955724,12.577685126,83.351371973
set1,PyrSep_013,mix4,3,R2,7.724819351,7.149770204,92.555824025
set1,PyrSep_013,mix3,1,R3,5.095373948,3.364709164,66.03458742
set1,PyrSep_013,mix3,2,R3,0,0,0
set1,PyrSep_013,mix3,3,R3,0,0,0
set1,PyrSep_013,mix2,1,R4,25.73398658,7.081216359,27.51698163
set1,PyrSep_013,mix2,2,R4,5.756884676,3.574519122,62.09120597
set1,PyrSep_013,mix2,3,R4,9.546146854,3.250698251,34.05246432
set4,PyrSep_014,mix3,1,R2,12.375628525,6.128970998,49.524523019
set4,PyrSep_014,mix3,2,R2,0,0,0
set4,PyrSep_014,mix3,3,R2,9.803550426,0.874970658,8.925038579
set4,PyrSep_014,mix2,2,R3,42.67448559,75.165542490000007,176.1369621
set4,PyrSep_014,mix1,1,R4,24.78807205,43.85032486,176.9009093
set4,PyrSep_014,mix1,2,R4,0,0,0
set4,PyrSep_014,mix1,3,R4,0,0,0
set5,PyrSep_015,mix1,1,R1,11.73767868,9.646091912,82.1805757
set5,PyrSep_015,mix1,2,R1,28.54991291,26.31796105,92.18228138
set5,PyrSep_015,mix1,3,R1,6.813336253,8.932659226,131.1055098
set5,PyrSep_015,mix4,1,R2,25.209462701,20.571267445,81.601372029
set5,PyrSep_015,mix4,2,R2,8.171097099,13.242800305,162.068815795
set5,PyrSep_015,mix4,3,R2,0,0,0
set5,PyrSep_015,mix3,1,R3,8.942904161999998,6.681811879,74.71635341
set5,PyrSep_015,mix3,2,R3,10.96172116,9.649285386,88.02710127
set5,PyrSep_015,mix3,3,R3,3.036498487,2.725808149,89.76813788
set5,PyrSep_015,mix2,1,R4,12.78315096,4.842352643,37.88074363
set5,PyrSep_015,mix2,2,R4,26.44843349,8.388448707,31.71624025
set5,PyrSep_015,mix2,3,R4,5.859274799,0.837309962,14.29033439
set6,PyrSep_016,mix2,1,R1,54.23909717,52.04581469,95.95627029
set6,PyrSep_016,mix2,2,R1,35.50910715,16.52378725,46.53394179
set6,PyrSep_016,mix2,3,R1,44.44215022,16.57907166,37.30483692
set6,PyrSep_016,mix1,1,R2,0,0,0
set6,PyrSep_016,mix1,2,R2,9.978060614,4.331633554,43.411577874
set6,PyrSep_016,mix1,3,R2,13.945855116,14.189490837,101.747011703
set6,PyrSep_016,mix4,1,R3,16.58758087,16.1691254,97.47729654
set6,PyrSep_016,mix4,2,R3,9.38250344,13.96772563,148.8699228
set6,PyrSep_016,mix3,1,R4,17.39670725,14.87701169,85.51625015
set6,PyrSep_016,mix3,2,R4,11.11645152,2.854581999,25.67889578
set6,PyrSep_016,mix3,3,R4,3.585062903,0.558191983,15.56993552
set1,PyrSep_017,mix1,1,R1,27.06309377,26.07680572,96.35559754
set1,PyrSep_017,mix1,2,R1,11.47548841,7.784281818,67.8339914
set1,PyrSep_017,mix1,3,R1,14.13039489,11.2238897,79.43082826
set1,PyrSep_017,mix4,1,R2,43.694155255,23.79835334,54.465759094
set1,PyrSep_017,mix4,2,R2,20.616737401,8.570305284,41.569648567
set1,PyrSep_017,mix4,3,R2,78.422684132,84.028959935,107.148793573
set1,PyrSep_017,mix3,1,R3,19.89647669,13.48705789,67.78616185
set1,PyrSep_017,mix3,2,R3,42.26840662,39.58937738,93.66186365
set1,PyrSep_017,mix3,3,R3,8.56136315,6.634090606,77.48871867
set1,PyrSep_017,mix2,1,R4,4.405551532,3.128919535,71.02219808
set1,PyrSep_017,mix2,2,R4,0,0,0
set1,PyrSep_017,mix2,3,R4,6.780963547,3.048951609,44.96339772
set3,PyrSep_018,mix3,1,R1,81.08417135,69.45863375,85.66238342
set3,PyrSep_018,mix3,2,R1,96.54633805,77.8964447,80.68296144
set3,PyrSep_018,mix2,1,R2,10.399139042,5.230869405,50.300985342
set3,PyrSep_018,mix2,2,R2,13.426885623,5.168883595,38.496519152
set3,PyrSep_018,mix2,3,R2,4.780471826,1.230880003,25.748086123
set3,PyrSep_018,mix1,1,R3,6.521645122,6.559523082,100.5808038
set3,PyrSep_018,mix1,2,R3,4.583925015,2.904952265,63.37259567
set3,PyrSep_018,mix1,3,R3,16.61748395,13.04925057,78.52723436
set3,PyrSep_018,mix4,1,R4,21.76454856,38.67829714,177.7123796
set3,PyrSep_018,mix4,2,R4,0,0,0
set3,PyrSep_018,mix4,3,R4,54.48947812,75.46823738,138.5005692
set2,PyrSep_019,mix2,1,R1,79.07823195,54.28580982,68.64823414
set2,PyrSep_019,mix1,1,R2,6.861556413,4.829519741,70.38519324
set2,PyrSep_019,mix1,2,R2,29.974038399,33.735631961,112.54950538
set2,PyrSep_019,mix1,3,R2,17.251332115,14.873696549,86.217669744
set2,PyrSep_019,mix4,1,R3,15.11419709,21.33650449,141.1686268
set2,PyrSep_019,mix4,2,R3,12.67953701,14.66587172,115.6656722
set2,PyrSep_019,mix4,3,R3,19.36814787,31.89262455,164.6653297
set2,PyrSep_019,mix3,1,R4,10.13949166,19.52675124,192.5811657
set2,PyrSep_019,mix3,2,R4,15.11369623,4.807742307,31.81049978
set4,PyrSep_020,mix4,1,R1,16.93228657,7.39754193,43.68897195
set4,PyrSep_020,mix4,2,R1,12.80173702,2.384855323,18.62915415
set4,PyrSep_020,mix4,3,R1,3.095611043,0.833879527,26.93747747
set4,PyrSep_020,mix3,1,R2,3.936448234,0.936931816,23.801451461
set4,PyrSep_020,mix3,2,R2,2.434371532,0,0
set4,PyrSep_020,mix3,3,R2,2.494195318,0.445134329,17.846811179
set4,PyrSep_020,mix2,1,R3,23.58446084,26.48680623,112.3061765
set4,PyrSep_020,mix2,2,R3,4.934609079,1.790455173,36.28362743
set4,PyrSep_020,mix2,3,R3,0,0,0
set4,PyrSep_020,mix1,1,R4,0,0,0
set4,PyrSep_020,mix1,2,R4,5.590597817,3.50957505,62.77638215
set2,PyrSep_021,mix2,1,R1,95.48748468,49.55398202,51.89578738
set2,PyrSep_021,mix1,1,R2,44.450625645,83.794612902,188.51166139
set2,PyrSep_021,mix1,2,R2,37.213227777,46.145248818,124.002274391
set2,PyrSep_021,mix1,3,R2,12.606716564,14.834862024,117.674272667
set2,PyrSep_021,mix4,1,R3,0,0,0
set2,PyrSep_021,mix4,2,R3,41.14157274,35.02067624,85.12235655
set2,PyrSep_021,mix4,3,R3,4.667913516,6.724240224,144.0523737
set2,PyrSep_021,mix3,1,R4,61.70846542,40.00823355,64.83427077
set2,PyrSep_021,mix3,2,R4,54.6390417,74.75287949,136.8122082
set2,PyrSep_021,mix3,3,R4,82.17260908,73.2733004,89.16998161
set8,PyrSep_022,mix4,3,R1,43.10857984,28.00624487,64.96675366
set8,PyrSep_022,mix3,1,R2,20.663430447,13.235942974,64.054915802
set8,PyrSep_022,mix3,2,R2,9.451081075,2.216089023,23.447995056
set8,PyrSep_022,mix3,3,R2,12.600695648,1.811040114,14.372540729
set8,PyrSep_022,mix2,1,R3,0,0,0
set8,PyrSep_022,mix1,2,R4,87.05766465,60.1328132,69.07239408
set8,PyrSep_022,mix1,3,R4,94.3780581,83.00600435,87.95053217
set2,PyrSep_024,mix2,1,R1,15.99088347,8.675605338,54.25344606
set2,PyrSep_024,mix2,2,R1,41.62002157,18.09546742,43.47779443
set2,PyrSep_024,mix1,1,R2,20.634983093,14.351784905,69.550747098
set2,PyrSep_024,mix1,2,R2,23.860932756,6.390973112,26.784255154
set2,PyrSep_024,mix1,3,R2,27.750393567,18.208931289,65.616839792
set2,PyrSep_024,mix4,1,R3,12.62965596,5.008038051,39.65300454
set2,PyrSep_024,mix4,2,R3,10.6720972,5.281501716,49.48888317
set2,PyrSep_024,mix4,3,R3,0,0,0
set2,PyrSep_024,mix3,1,R4,20.17057154,6.623534414,32.83761396
set2,PyrSep_025,mix2,1,R1,2.285141385,3.902779063,170.7893913
set2,PyrSep_025,mix2,2,R1,0,0,0
set2,PyrSep_025,mix2,3,R1,6.327658154,8.945707724,141.3746999
set2,PyrSep_025,mix1,1,R2,2.855957966,3.031800426,106.157039489
set2,PyrSep_025,mix1,2,R2,7.851413961999999,3.969611383,50.559191025
set2,PyrSep_025,mix1,3,R2,28.915324276,33.72147941,116.62148101
set2,PyrSep_025,mix4,2,R3,11.54602965,13.44967033,116.4874051
set2,PyrSep_025,mix3,1,R4,80.60356385999998,59.11952822,73.34604748
set2,PyrSep_025,mix3,2,R4,38.55398692,35.96794082,93.29240293
set2,PyrSep_025,mix3,3,R4,51.04762787,64.75180419,126.8458631
set7,PyrSep_026,mix2,1,R2,94.380298077,52.442068002,55.564634855
set7,PyrSep_026,mix2,2,R2,38.711897799,24.282040404,62.725006483
set7,PyrSep_026,mix2,3,R2,66.616678053,53.814730432,80.782668853
set7,PyrSep_026,mix1,1,R3,20.54625261,24.24388666,117.9966348
set7,PyrSep_026,mix1,2,R3,21.13866374,27.80823734,131.5515384
set7,PyrSep_026,mix1,3,R3,10.68928724,10.04332357,93.95690602
set8,PyrSep_027,mix3,1,R2,7.805417742999999,2.510587542,32.164678747
set8,PyrSep_027,mix3,2,R2,12.094668176,6.172708137,51.036605943
set8,PyrSep_027,mix3,3,R2,0,0,0
set8,PyrSep_027,mix2,1,R3,7.290129053,5.027543286,68.96370763
set8,PyrSep_027,mix2,2,R3,24.99102104,22.7659201,91.09639841
set8,PyrSep_027,mix2,3,R3,20.12855379,24.80461197,123.2309695
set8,PyrSep_027,mix1,1,R4,27.6383346,18.86617994,68.26091445
set8,PyrSep_027,mix1,2,R4,58.15971761,56.69439258,97.48051556
set8,PyrSep_027,mix1,3,R4,57.06204448,62.29387024,109.1686616
set6,PyrSep_028,mix2,1,R1,4.85290902,2.567347329,52.9032652
set6,PyrSep_028,mix2,2,R1,2.720325431,5.720191562,210.2760021
set6,PyrSep_028,mix2,3,R1,4.878753957,1.94786663,39.92549423
set6,PyrSep_028,mix1,1,R2,2.978301536,2.909563994,97.69205566
set6,PyrSep_028,mix1,2,R2,7.909723092,3.042108276,38.460363789
set6,PyrSep_028,mix1,3,R2,0,0,0
set6,PyrSep_028,mix4,1,R3,0,0,0
set6,PyrSep_028,mix4,2,R3,2.49994837,1.889055392,75.56377623
set6,PyrSep_028,mix4,3,R3,0,0,0
set6,PyrSep_028,mix3,1,R4,5.17716038,1.366301436,26.39094283
set6,PyrSep_028,mix3,2,R4,0,0,0
set2,PyrSep_029,mix2,1,R1,64.98661029,76.11027658,117.1168588
set2,PyrSep_029,mix2,2,R1,77.72046247,58.69577652,75.52165113
set2,PyrSep_029,mix2,3,R1,0,0,0
set2,PyrSep_029,mix1,1,R2,27.666069303,21.262631312,76.854543663
set2,PyrSep_029,mix1,2,R2,37.77972072,75.200934356,199.051059466
set2,PyrSep_029,mix3,1,R4,74.07272351,77.30121789,104.3585469
set2,PyrSep_029,mix3,2,R4,19.92764888,19.8607505,99.66429366
set2,PyrSep_029,mix3,3,R4,48.73034195,63.418621280000004,130.1419582
set4,PyrSep_030,mix4,1,R1,23.62779964,26.80280418,113.4375802
set4,PyrSep_030,mix4,2,R1,54.85896603,58.31824031,106.3057592
set4,PyrSep_030,mix3,1,R2,34.200177121,17.722939531,51.821192235
set4,PyrSep_030,mix3,2,R2,20.702958232,17.970615767,86.802164047
set4,PyrSep_030,mix3,3,R2,37.663993347,68.799653107,182.666910735
set4,PyrSep_030,mix2,1,R3,10.6787172,21.75451714,203.7184497
set4,PyrSep_030,mix2,3,R3,60.77133453,70.11995914,115.3832801
set4,PyrSep_030,mix1,1,R4,0,0,0
set4,PyrSep_030,mix1,2,R4,0,0,0
set4,PyrSep_030,mix1,3,R4,0,0,0
set8,PyrSep_031,mix4,1,R1,70.81568772,38.63679125,54.55964984
set8,PyrSep_031,mix4,2,R1,50.19493134,23.24505408,46.30956446
set8,PyrSep_031,mix4,3,R1,95.97364608,34.71441424,36.17077777
set8,PyrSep_031,mix3,1,R2,29.608691414,18.736946929,63.281914985
set8,PyrSep_031,mix3,2,R2,21.070927472,4.059272916,19.264804177
set8,PyrSep_031,mix3,3,R2,20.332609718,5.810707284,28.578265972
set8,PyrSep_031,mix2,1,R3,9.847509245,5.742275708,58.31196056
set8,PyrSep_031,mix2,2,R3,22.18121482,14.0732541,63.44672382
set8,PyrSep_031,mix2,3,R3,31.86763675,18.54435324,58.19180564
set8,PyrSep_031,mix1,1,R4,12.70074193,4.942836229,38.91769676
set8,PyrSep_031,mix1,2,R4,20.9958058,2.640949221,12.57846089
set8,PyrSep_031,mix1,3,R4,25.38847329,6.786793947,26.73179229
set1,PyrSep_032,mix1,1,R1,36.11806706,48.28810388,133.6951499
set1,PyrSep_032,mix1,2,R1,59.21317779,52.96748373,89.45218902
set1,PyrSep_032,mix4,1,R2,0,0,0
set1,PyrSep_032,mix4,2,R2,19.752945339,36.966854845,187.146039285
set1,PyrSep_032,mix4,3,R2,0,0,0
set1,PyrSep_032,mix3,2,R3,52.42169912,52.46931511,100.0908326
set1,PyrSep_032,mix2,1,R4,50.62239964,21.01176099,41.50684507
set1,PyrSep_032,mix2,2,R4,53.27275804,19.85963776,37.27916198
set1,PyrSep_032,mix2,3,R4,16.28356166,10.38152912,63.75465843
set3,PyrSep_034,mix3,2,R1,65.01589371,63.43345309,97.56607112
set3,PyrSep_034,mix3,3,R1,46.52047112,37.8379253,81.33607503
set3,PyrSep_034,mix2,1,R2,50.960913564,57.528654668,112.887800952
set3,PyrSep_034,mix2,3,R2,27.197447541,22.734746869,83.591472452
set3,PyrSep_034,mix1,2,R3,10.85334967,7.078619638,65.22059871
set3,PyrSep_034,mix1,3,R3,20.04810376,22.83411089,113.8966116
set1,PyrSep_035,mix1,1,R1,40.92236225,52.80516248,129.037425
set1,PyrSep_035,mix1,2,R1,3.142236569,4.149678269,132.0612939
set1,PyrSep_035,mix1,3,R1,7.529845396,8.799302227,116.8590026
set1,PyrSep_035,mix4,1,R2,13.645784355,13.99758235,102.578070896
set1,PyrSep_035,mix4,2,R2,28.51665103,18.182891775,63.762367314
set1,PyrSep_035,mix4,3,R2,31.67271514,14.689306718,46.378425887
set1,PyrSep_035,mix3,1,R3,0,0,0
set1,PyrSep_035,mix3,2,R3,0,0,0
set1,PyrSep_035,mix3,3,R3,0,0,0
set1,PyrSep_035,mix2,1,R4,5.29313079,2.771710291,52.36428875
set1,PyrSep_035,mix2,2,R4,0,0,0
set1,PyrSep_035,mix2,3,R4,0,0,0
set8,PyrSep_036,mix3,1,R2,0,0,0
set8,PyrSep_036,mix3,2,R2,0,0,0
set8,PyrSep_036,mix3,3,R2,0,0,0
set8,PyrSep_036,mix2,1,R3,0,0,0
set8,PyrSep_036,mix2,2,R3,19.91911563,5.554010406,27.88281623
set8,PyrSep_036,mix2,3,R3,9.323948799,1.891174569,20.28297892
set8,PyrSep_036,mix1,1,R4,13.06697075,5.536156157,42.36755607
set8,PyrSep_036,mix1,2,R4,14.86476641,15.61572032,105.0519052
set8,PyrSep_036,mix1,3,R4,8.435349050999998,5.089378437,60.33394003
set6,PyrSep_038,mix2,1,R1,50.16268919,29.43769483,58.68444316
set6,PyrSep_038,mix2,2,R1,23.39610771,11.68129318,49.92836128
set6,PyrSep_038,mix2,3,R1,29.40070259,11.60899978,39.4854502
set6,PyrSep_038,mix1,1,R2,20.932444243,9.567481831,45.706472304
set6,PyrSep_038,mix1,2,R2,32.190278208,12.198783665,37.895862802
set6,PyrSep_038,mix1,3,R2,37.605776132,13.447678153,35.759608062
set6,PyrSep_038,mix4,1,R3,64.80253401,53.53901703,82.61870905
set6,PyrSep_038,mix4,3,R3,11.02084103,11.47646783,104.134229
set6,PyrSep_038,mix3,1,R4,64.07141935,78.46725561,122.468421
set6,PyrSep_038,mix3,2,R4,57.52378708,63.98344905,111.2295492
set6,PyrSep_038,mix3,3,R4,0,0,0
set8,PyrSep_039,mix3,1,R2,10.54100929,6.711235623,63.667865554
set8,PyrSep_039,mix3,2,R2,28.372774595,13.70636858,48.308171391
set8,PyrSep_039,mix3,3,R2,29.175493442,20.299375492,69.57680264
set8,PyrSep_039,mix2,1,R3,19.13368798,6.555324245,34.2606415
set8,PyrSep_039,mix2,2,R3,18.33201866,6.260598703,34.15116915
set8,PyrSep_039,mix2,3,R3,25.4906887,13.37843775,52.48362611
set8,PyrSep_039,mix1,1,R4,6.708780764,1.42695084,21.26989822
set8,PyrSep_039,mix1,2,R4,0,0,0
set8,PyrSep_039,mix1,3,R4,36.45872217,27.16289405,74.50314339
set8,PyrSep_041,mix3,1,R2,12.040496204,5.361849628,44.531799494
set8,PyrSep_041,mix3,2,R2,10.427338528,4.58393058,43.960695895
set8,PyrSep_041,mix3,3,R2,19.384590683,4.63850928,23.928848207
set8,PyrSep_041,mix2,1,R3,14.56151121,4.846131631,33.28041684
set8,PyrSep_041,mix2,2,R3,12.3720631,7.685773715,62.12200547
set8,PyrSep_041,mix1,1,R4,44.62907326,41.66477106,93.35791226
set8,PyrSep_041,mix1,2,R4,43.40928092,39.19094517,90.28241043
set8,PyrSep_041,mix1,3,R4,50.00780265,57.14895909,114.2800844
set4,PyrSep_043,mix3,1,R2,18.843626559,6.618552343,35.123559269
set4,PyrSep_043,mix3,2,R2,17.860704195,4.97206095,27.837989454
set4,PyrSep_043,mix3,3,R2,27.250286863,7.906289256,29.013600098
set4,PyrSep_043,mix2,1,R3,7.152794391,2.326273833,32.52258776
set4,PyrSep_043,mix2,2,R3,11.30800451,1.065991931,9.426879249
set4,PyrSep_043,mix2,3,R3,11.3758793,3.486989707,30.6524851
set4,PyrSep_043,mix1,1,R4,0,0,0
set4,PyrSep_043,mix1,2,R4,3.685492465,2.360713659,64.05422564
set4,PyrSep_043,mix1,3,R4,5.39088846,1.42525373,26.43819735
set5,PyrSep_044,mix1,3,R1,27.10661458,42.89643996,158.2508204
set5,PyrSep_044,mix4,1,R2,46.794516085,55.882515312,119.421077482
set5,PyrSep_044,mix4,2,R2,51.082130655,44.341700245,86.804719529
set5,PyrSep_044,mix3,1,R3,0,0,0
set5,PyrSep_044,mix3,2,R3,0,0,0
set5,PyrSep_044,mix3,3,R3,0,0,0
set5,PyrSep_044,mix2,1,R4,23.0984272,7.665584936,33.18660993
set5,PyrSep_044,mix2,2,R4,9.830636612,1.580667466,16.07899395
set5,PyrSep_044,mix2,3,R4,9.309335824,3.476197494,37.34098285
set1,PyrSep_045,mix1,1,R1,16.01409622,3.013402661,18.81718843
set1,PyrSep_045,mix1,2,R1,23.0054775,50.65258256,220.1761844
set1,PyrSep_045,mix1,3,R1,30.13283991,50.91087937,168.9547999
set1,PyrSep_045,mix4,3,R2,18.742791656,11.833501714,63.136281568
set1,PyrSep_045,mix3,1,R3,6.955279041,1.554863711,22.35515933
set1,PyrSep_045,mix3,2,R3,0,0,0
set1,PyrSep_045,mix3,3,R3,4.52883743,5.249935482,115.9223656
set1,PyrSep_045,mix2,1,R4,7.590882847999999,2.221180685,29.26116408
set1,PyrSep_045,mix2,2,R4,12.25948163,7.083881228,57.78287732
set6,PyrSep_046,mix4,2,R3,50.23669341,80.89912615,161.0359294
set6,PyrSep_046,mix3,1,R4,0,0,0
set6,PyrSep_046,mix3,2,R4,12.43564194,17.5956298,141.4935383
set6,PyrSep_046,mix3,3,R4,22.66438996,23.44981641,103.4654648
set7,PyrSep_047,mix3,1,R1,26.37529796,20.77295926,78.75914536
set7,PyrSep_047,mix3,2,R1,89.03013704999998,63.45769204,71.27664198
set7,PyrSep_047,mix3,3,R1,63.77892547,63.55011684,99.64124727
set7,PyrSep_047,mix2,1,R2,28.336135505,31.297250522,110.449960674
set7,PyrSep_047,mix2,2,R2,20.524762307,11.699585424,57.002294345
set7,PyrSep_047,mix2,3,R2,20.454996865,25.250984502,123.446533228
set7,PyrSep_047,mix1,1,R3,29.47630752,55.26251563,187.4811341
set7,PyrSep_047,mix1,2,R3,40.00601436,44.34175344,110.8377182
set7,PyrSep_047,mix4,1,R4,12.68526986,2.78443737,21.95016268
set7,PyrSep_047,mix4,2,R4,10.77790927,5.358780421,49.7200365
set7,PyrSep_047,mix4,3,R4,0,0,0
set7,PyrSep_048,mix3,1,R1,9.550597906,6.8215231,71.42508948
set7,PyrSep_048,mix3,2,R1,28.35142429,29.25314296,103.1805057
set7,PyrSep_048,mix3,3,R1,14.746407079999999,4.887124937,33.1411232
set7,PyrSep_048,mix2,1,R2,23.813132849,12.65690919,53.150961994
set7,PyrSep_048,mix2,2,R2,0,0,0
set7,PyrSep_048,mix1,1,R3,22.36020875,23.68790404,105.9377589
set7,PyrSep_048,mix1,2,R3,9.54574903,13.65041407,142.9999262
set7,PyrSep_048,mix4,1,R4,56.09475574,46.57108745,83.02217709
set8,PyrSep_049,mix3,1,R2,43.2416037,67.161183505,155.316125578
set8,PyrSep_049,mix3,2,R2,31.323302574,21.702709137,69.286145949
set8,PyrSep_049,mix3,3,R2,11.745352604,9.36011888,79.692106281
set8,PyrSep_049,mix2,2,R3,45.68015932,83.96809034,183.8174201
set8,PyrSep_049,mix1,2,R4,68.99580969,54.85781108,79.50890253
